objek wisata,ulasan, atraksi,amenitas,aksesibilitas
gunung mas mantup,Pemandangan alam sangat indah,positif,,
gunung mas mantup,Rekreasi wisata istana gunung mas tetep protokol kesehatan pakai menikmati suasana alam sik asik mantab yuk mari,positif,,
gunung mas mantup, jalan masuk sempit dan tempat untuk berteduh masih kurang....agak panas jadinya....,,negatif,negatif
gunung mas mantup,Bagus tempatnya anak2 suka sama burung yg berterbangan apa lagi pas foto burungnya terbang bagus banget.,positif,,
gunung mas mantup,Tempat berswafoto. rekreasi keluarga.,,,
gunung mas mantup,Tempat bagus tapi kurang pepohonan,,negatif,
gunung mas mantup,perlu di tambah beberapa fasilitas misal kereta gantung akan semakin menarik tempat ini,negatif,positif,
gunung mas mantup,Masih kurang pepohonanya untuk mengurangi terik matahari karna kalau musim kemarau panas sekali,,negatif,
gunung mas mantup,"Monggo, dilihat dan dinikmati pemandangannya.",positif,,
gunung mas mantup,Lokasi wisata yg murah meriah dengan pemandangan yang bagus buat yang suka selfi,positif,,
gunung mas mantup,Bagus anak2 juga suka spot foto banyak,positif,,
gunung mas mantup,Bagus dn nyaman untuk anak2 buat foto2,positif,positif,
gunung mas mantup,"Kalau boleh tambahin donk pohon""nya biar teduh dan tambah nyaman",,negatif,
gunung mas mantup,Fasilitas lengkap,,positif,
gunung mas mantup,luar biasa..dulu waktu pertama datang...masih belum seberapa.....sekarang luar biasa...sangat memanjakan mata,positif,,
gunung mas mantup,Lumayan bagus tapi kurang rindang terkesan agak panas,,negatif,
gunung mas mantup,Tempatnya bersih.lewat kampung,positif,positif,
gunung mas mantup,"Tempat bagus ,,,bersih,,,",,positif,
gunung mas mantup,"Kalau siang panas
Aku rekomendasiin kesana waktu sore aja",,,
gunung mas mantup,"Tempat yg sejuk dan indah,cocok untuk keluarga bersantai",positif,,
gunung mas mantup,Lumayan lah buat foto2 viewnya bagus,positif,,
gunung mas mantup,Baguss buat spot foto..agak bahaya buat anak anak,positif,negatif,
gunung mas mantup,Tempat rekreasi keluarga paling murah meriah…banyak spot foto,positif,,
gunung mas mantup,Tempat rekreasi tengah hutan mantup,positif,,
gunung mas mantup,tambah kolam renang biar bagus,negatif,,
gunung mas mantup,Parkir 1 mobil bayar 30rb,,,
gunung mas mantup,"Daya tarik tempat ini sangat kurang, hanya terdiri dari satu atau dua objek saja.",negatif,,
gunung mas mantup,panas perlu pihon besar untuk peneduh,,negatif,
gunung mas mantup,Sangat membantu penelusuran,,,positif
gunung mas mantup,Sangat bagus dan keren gays . Banyak spot foto,positif,,
gunung mas mantup,Menakjupkan pemandangan indah itu bukti ada nya Allah subehanuhuwata' ala,positif,,
gunung mas mantup,"Tidak ada banyak aktivitas yang bisa dilakukan di tempat ini, hanya sebatas berfoto.",negatif,,
gunung mas mantup,Murah meriah cocok untuk foto dokumentasi,positif,,
gunung mas mantup,Bagus,,,
gunung mas mantup,Senang sekali di wisata gunung emas,,,
gunung mas mantup,aman,,,
gunung mas mantup,istimewa,,,
gunung mas mantup,Suasana enak buat bersantai,positif,,
gunung mas mantup,Tempatnya indah dan nyaman untuk bersantai,positif,,
gunung mas mantup,Masih perlu banyak perbaikan,,negatif,
gunung mas mantup,Pelayannannya kurang memuaskan.,,negatif,
gunung mas mantup,Mantap untuk refresing bersama keluarga,positif,,
gunung mas mantup,spot fotonya menarik,positif,,
gunung mas mantup,Bagus bangt,,,
gunung mas mantup,Oke,,,
gunung mas mantup,bagus,,,
gunung mas mantup,hanya sebatas foto foto aja,negatif,,
gunung mas mantup,Memuaskan untuk foto selfi,positif,,
gunung mas mantup,Wisata alam buatan,positif,,
gunung mas mantup,View bagus,positif,,
gunung mas mantup,kata kata yang ada pada papan di area wisata kurang pantas,negatif,,
gunung mas mantup,Nyaman saat sore,,positif,
gunung mas mantup,Bagus,,,
gunung mas mantup,Lumayan,,,
gunung mas mantup,Bagus,,,
gunung mas mantup,Bagus,,,
gunung mas mantup,Oke,,,
gunung mas mantup,Alhamdulillah sip,,,
gunung mas mantup,Cocok tuk bersantai tenangkan fikiran,positif,,
gunung mas mantup,"Kreatif dan instagramable. Mreneo,,",positif,,
gunung mas mantup,Josss..sangat menbantu saya dijalan,,,positif
gunung mas mantup,Spot wisatanya sudah bagus...penataan layout sdh bagus...cuman akses jalan masuknya yg masih butuh perhatian...masih makadam...dan perlu adanya penunjuk arah jalan masuk,positif,positif,negatif
gunung mas mantup,"Meski butuh beberapa pengembangan lagi, tempat ini cukup mudah di akses, juga terdapat penjual makanan yg bisa di akses dgn mudah jika kebetulan pengunjung tidak membawa makanan dari rumah.",,positif,positif
gunung mas mantup,"Bagus, cm akses jalan masuk harus hati2, sempit dan menanjak",,,negatif
gunung mas mantup,Akses jalan kurang bagus,,,negatif
gunung mas mantup,Brandingnya Gunung. Tapi ketika dilokasinya justru kesan gunungnya kurang menonjol. Memang tempatnya cukup bagus. Tapi sayang ga ada petunjuk jalan menuju ke lokasi. Jadi agak kesusahan cari tempatnya.,negatif,,negatif
gunung mas mantup,Spot wisatanya sudah bagus...penataan layout sdh bagus...cuman akses jalan masuknya yg masih butuh perhatian...masih makadam...dan perlu adanya penunjuk arah jalan masuk,positif,,negatif
gunung mas mantup,jalan masuk-keluar kendaraan masih semrawut,,,negatif
gunung mas mantup,"akses jalan masuknya jembatan sakit hati-nya kalo buat mobil sedan agak susah, harus kalem2",,,negatif
gunung mas mantup,Tempatnya bagus luas bayak spot selfi tapi jalanya masih diperbaiki,positif,,negatif
gunung mas mantup,Masih perlu banyak perbaikan dan tanda arah jalan karena dari luar ga keliatan ...modal gmap dan nekat  kemarin kesana,,,negatif
gunung mas mantup,Pemandangannya bagus. Tapi jalanannya rusak. Dan susah dilalui,positif,,negatif
gunung mas mantup,"TOLONG DI KASIH PLAKAT, DARI JALAN RAYA MAU MASUK KE GANG NYA, BIKIN ORANG NYASAR",,,negatif
gunung mas mantup,Akses jalan kurang bagus,,,negatif
goa maharani,"Suasana enak, hewan juga lumayan lengkap. ",positif,,
goa maharani,"Tempatnya bersih, hewannya lebih banyak dan bervariasi, senang sekali kesini bersama keluarga. Bisa jadi alternatif baru untuk berlibur di kebun binatang. Goa maharani nya masih ada. Semuanya bagus lah. Cuma kurang ada foodcourt aja. Hanya ada jualan minuman dan snack lumayan laper banget keliling sini meski sekedar foto2 bercanda tawa bersama keluarga. Disini jg ada kolam renang jadi nya di dalam piramid. So, selamat liburan gess",positif,negatif,
goa maharani,"lingkungannya kurang ramah sama kalangan disable, lansia atau orang yg kurang sehat. Maaf sblmnya ibu saya stroke jdi pergerakannya agak terbatas tapi pengen bgt tau maharani zoo, jadi ya tangga segitu banyaknya beliau ngeluh capek karena mau pake kursi roda juga gak mungkin. Mungkin suatu saat bisa ada peningkatan sarprasnya ya, biar semua kalangan bisa merasakan senengnya dan menikmati liburan di sana. Terimakasihh.. ",,negatif,
goa maharani,wisata edukasi kebun binatang merangkap goa maharani. sangat ramah anak dan keluarga. ada komidi putar ada renang ada berbagai binatang. tiket masuk 30-40k per orang (anak atas 85cm bayar),positif,,
goa maharani," rute atau arah yang sedikit rumit meskipun sudah disediakan peta, saya agak kesusahan saat mau mengunjungi satu demi satu hewan yang ada karena pasti ada yang terlewati.",,,negatif
goa maharani,"Weekend 40k / Pax jam buka 08.30, ketika memesan tiket bisa sekalian langsung membeli tiket WBL/Terusan/Goa Zoo , hewan2 lengkap, ada hiburan tentang Gajah, parkir sedikit ya, untuk motor parkirnya agak semrawut. Paling cocok kesini Bareng keluarga.

CMIIW",positif,negatif,
goa maharani,"walau cuaca panas tetap nyaman karna banyak pohonnya. Burung-burung ini paling lucu bisa dikasih makan dan jinak.
Disarankan bawa payung/pakai topi, pakai sunblock, kacamata sunglass.
Terdapat tempat makan diarea pintu masuk, harga bersahabat.",positif,positif,
goa maharani,"Maharani zoo, baik dan mnyenangkan karna bisa feeding girafe, anak2 senang sekali,

tp sungguh sangat kecewa sm penjual oleh2..ati2 aja buat yg blnja brem d kardus wrna kuning,yg 10rb,dpt 3 kotak.. dr luar isinya d bkin kya penuh, tp isinya cm 3 biji..mnding beli yg kemasan transparan bisa kliatan isinya, smoga dpat hidayah yg produksi dan yg bkin.. dosa besar ini..",positif,negatif,
goa maharani,"Tempat yg cocok buat piknik edukasi ..ada hewan2 lengkap pertunjukan burung..taman bermain .toko souvenir toko oleh2 mushola & tempat duduk jg tersedia banyak .
Ada gua maharani yg indah ..",positif,positif,
goa maharani,"Tempatnya bagus, ada bird show setiap jam 11.00 bagus untuk liburan anak anak bisa melihat langsung berbagai jenis hewan.",positif,,
goa maharani,"Wahana edukasi buat keluarga dan anak- anak sekolah, lokasinya luas, adem banyak pepohonan, spot foto yang menarik.
Ada goa juga didalamnya, selain memberi makan hewan.",positif,,
goa maharani,"Kesekian kalinya kesini, overall good , alternative wisata keluarga karena anak saya bilang mau lihat hewan hewan",positif,,
goa maharani,"Maharani zoo and goa memberikan pengalaman baru bagi anak2, mengenai satwa. Ada harimau, kudanil, beraneka jenis burung dan lain2.

Selengjalnya ada di youtube chanel kami Jelajah family",positif,,
goa maharani," Goa kurang menarik sepertinya jadi agak sepi,.
Singa, harimau dan jerapah kelihatan agak kurus. Kebersihan juga cukup baik, akses mudah karena langsung dipinggir jalan raya.",negatif,positif,positif
goa maharani,"Bismillah..yg punya anak kecil cocok ke tempat ini krn banyak binatangnya.bisa kasi makan jerapah,foto sama burung,ada bird show.bisa naik gajah tapi pas lg tutup pas kesini jd gabisa naik gajah.trs goanya masyaallah...bagus banget.musti seharian kalau ke tempat ini.toko oleh2nya jg harganya terjangkau,kaos2 25rban utk anak2.tempatnya sebrang WBL persis.jd isa dpt 2 t4 klo kesini.dan musti 2 hari yaa..biar puas mainnya.",,positif,
goa maharani,"Tempat wisata edukasi yg bagus buat anak2...HTM terjangkau...dekat rumah

Anak ku seneng banget bisa lihat binatang2",positif,,
goa maharani,"Kebun binatang yang cukup beragam binatangnya, satu satunya kebun binatang di Lamongan, Gresik dan Tuban, lokasi yang cukup mudah di akses, dekat dengan pantai dan WBL

Harga juga cukup terjangkau hanya 35 rb per orang (promo)",positif,positif,positif
goa maharani,"Alur dan akses untuk jalan cukup bagus, hanya harus hati-hati karena di beberapa bagian basah. Untuk menghindari kesan pengap, ada kipas dan blower besar yan tetap menjaga sirkulasi udara.",,positif,positif
goa maharani,Deket dengan WBL (wisata bahari lamongan) mudah di akses..,,,positif
goa maharani,"Dapat promo 2 free 1. Hewan relatif banyak, sebagian kurusan, tapi petugasnya baik.
Harga makanan di depan juga g malak, soto daging nya enak. Yang jual ramah. Toilet di mana2, wastafel juga
Playground boleh dipakai. Carousel juga meskipun yg naek cuma anak kita 2 orang tetep dinyalain.",positif,positif,
goa maharani,Kebun binatangnya tidak terlalu besar. Hewan yang ada cukup banyak jenisnya. Cukup lengkap. Penataan bagus. Dan ada goa alam disini. Tempatnya bersih. Ada pasar oleh oleh dan tempat makannya juga yang berada diluar.,positif,positif,
goa maharani,Tempatnya luas dan nyaman. Berbagai macam binatang dari berbagai daerah juga ada. Yang paling saya suka toiletnya bersih,positif,positif,
goa maharani,"Baguuuss... banyak hewane, anak kecil bisa interaksi langsung. Bisa memberi makan hewan-hewan. Harimau juga mantabss...",positif,,
goa maharani,goa nya kurang menarik seperti dulu,negatif,,
goa maharani,"Kebun binatangnya bersih, terawat.. hewan nya juga gemuk²... Bisa ngasih makan hewan juga... Khususnya jerapah... Semua karyawan ramah",positif,positif,
goa maharani,"Tempat wisata edukasi untuk anak mengenal satwa, tarif bersahabat,koleksi binatang cukup lengkap",positif,,
goa maharani,"Kebun binatang bersih, binatang ny y lumayan lengkap, tempat ny gak begitu luas tp lumayan buat sekedar piknik bersama kelg.",positif,positif,
goa maharani,"Seru,,, tempatnya bersih.
Saran aja sih, lebih di banyakin mainan buat anak2.",negatif,positif,
goa maharani,"Desain tempatnya bagus,
Tempat tidak terlalu panas (banyak pepohonan),
Gua nya agak lembab namun wangi (disediakan banyak kipas juga).
Rekomen untuk liburan keluarga.",positif,positif,
goa maharani,"Tempat rekreasi yang menarik, keluarga pasti senang berkunjung di sana, cocok buat anak-anak karena anak-anak belajar banyak dari satwa-satwa asli Nusantara dan negara negara seperti yang ada di benua Australia, Eropa, dan Afrika.
Spot foto juga bagus. Anda dapat menikmati hiburan pertunjukan gajah dan burung disana.",positif,,
goa maharani,"Tempatnya nyaman edukatif , toilet juga banyak , petugasnya ramah , pedagangnya juga ramah.",,positif,
goa maharani,"Tiket masuk standart. Yg menyenangkan petugas nya smua ramah, fasilitas lengkap",,positif,
goa maharani,"Bagus,bersih hewan terlihat sehat dan terawat.",positif,,
goa maharani,Tempat nyaman cocok sekali utk liburan keluarga...,positif,,
goa maharani," Lahan parkir kurang luas, kesadaran pengunjung utk kebersihan masih rendah. Tarif murah,",,negatif,
goa maharani,"Hewan cukup banyak, tempat bermain anak2 free tdk d pungut biaya lain",positif,,
goa maharani,"Banyak binatang lucu, bisa bermain, pegang, naikin juga. Ada musium yg bisa menambah wawasan.",positif,,
goa maharani,Hmm .. area terasa sunyi .. g terdengar Musik .. mungkin hewanya g suka musik kalii .. huuft jd bt ..,negatif,,
goa maharani,Tempat rekreasi dan edukasi satwa lumayan banyak koleksinya.... ,positif,,
goa maharani,"Tempat cukup bagus. Bersih, hewan2 terawat dgn baik. harimaunya kelihatan gemuk dan sehat. Tiket terjangkau. Parkiran kendaraan terbatas. Bisa numpang di WBL  atau di tanah kosong sekitarnya (ongkos parkir lebih mahal, tp aman).",positif,negatif,
goa maharani,mantap buat rekreasi keluarga buat menambah wawasan anak2,positif,,
goa maharani,"Koleksi hewan cukup lengkap. Lokasi terasa teduh meski di pinggir pantai. Ada pertunjukan hewan di jam2 tertentu. Jika pakai tiket terusan WBL, jangan lupa manage waktu agar bisa puas juga di zoo ini.",positif,,
goa maharani,"Kasian sama hewannya, banyak yg kurang makan kayanya. Keliatan kurus-kurus:(",negatif,,
goa maharani,Tempat wisata yang Edukasi sekali,positif,,
goa maharani,"Tempatnya bagus dengan koleksi hewan yang lumayan lengkap & ada tempat bermain untuk anak², jd pasti sangat cocok buat pengetahuan anak tentang binatang",positif,,
goa maharani,Harga tiket terjangkau dan wahana yang ditawarkan sangat memuaskan,positif,,
goa maharani,"Kesini pas libur nasional hari senin, sehari sebelumnya WA adminnya, dan responnya ramah.. Masuk zoo aja 40rb. Didalem ada permainan anak dan ada kolam renang juga. Walopun udaranya panas, tapi rimbun dan banyak kursi untuk istirahat..",positif,positif,
goa maharani,Ramai sekali after idul Fitri...menyenangkan bersama keluarga,,,
goa maharani,"Kebersihan di tempat wisata tidak d ragukan lagi, petugas banyak dan ramah cuman sayangnya keadaan musolla yg kurang terawat apalgi d tambah pas duduk d depan petugas kebersihan nyapu d depan pintu masuk maharani zoo dan sampahnya d taruh d pojok pintu musolla sayank skali, mohon d perbaiki untuk kebersihan musolla dan tempat wudhu nya jg tidak hanya lokasi maharani nya",,negatif,
goa maharani,Lumayan komplit hewannya,positif,,
goa maharani,Tempat liburan yang mengedukasi anak terkait satwa yang ada di dunia.,positif,,
goa maharani,Objek wisata di tepi jalur pantura lamongan. Koleksi hewan tidak terlalu banyak tapi hewan terawat dn lokasi zoo bersih dengan bberapa spot foto selfie,positif,positif,
goa maharani,Maharani zoo yg sekaran sdh jauh lebih bagus sekali buanyak perkembangannya banyak hewan satwanya jg dn Gua Maharani jg sdh banyak perubahan lebih bagus sekali yg sekarang ini,positif,,
goa maharani,"bbrp hewan disana seperti kurang terawat mgkn karena terlalu sepi, bahkan pd saat puasa kmrn tdk ada yg jual makanan di sana, hanya ada mie instant cup... Semoga kedepan bisa dibuat lebih menarik lagi sehingga semua kekurangan td bisa diperbaiki",negatif,negatif,
goa maharani,"Bagus hanya saja alur perjalanan harus kemama2 dulu tu tidak jelas, terus banyak pegawai yg duduk bergelombol di setiap sesion foto satwa",,negatif,negatif
goa maharani,"saya tertipu saat beli oleh2 trnyata snack yg saya beli pas drmh dibuka dah beraroma ga enak klo orng jawa bilang ""tengik"". jd klo mau beli oleh2 mesti teliti.",,negatif,
goa maharani,"Tempat liburan keluarga kalau lagi ada duit hehe. Yah udah nggak asing sih wisata ini, makin maju wahananya, nggak hanya goa, ada binatang langka juga disana. Mantep pokoknya",positif,,
goa maharani,"Tempatnya nyaman banyak binatangnya juga bisa buat perkenalan buat anak"" tentang hewan harga tiketnya juga tidak terlalu mahal.",positif,positif,
goa maharani,"Bagus banget untuk rekreasi keluarga, recommended. Koleksi binatang cukup banyak dan tempatnya bersih.",positif,positif,
goa maharani,"Hewannya lumayan lengkap, sangat cocok jika berkunjung dengan si kecil",positif,,
goa maharani,"Wisata edukasi satwa yg berhadapan dengab WBL, sangat cocok buat anak anak..",positif,,
goa maharani,Tempat yang nyaman untuk anak anak..,,positif,
goa maharani,"Banyak satwa yg menarik untuk anak2, ditambah ada kolam renang mini yg membuat anak2 lebih senang lagi.",positif,,
goa maharani,"Wisata edukasi yg cocok untuk anak². Lg ada promo selama bulan agustus. Pengunjung yg tidak terlalu ramai dimasa pandemi seperti ini, jd aman. Tempatnya bersih dan nyaman.",positif,positif,
goa maharani,"Edukatif untuk pengenalan hewan kepada anak sejak dini, hnya saja toilet nya kurang perawatan.",positif,negatif,
goa maharani,Bagus sih gua nya ... Tp kl zoo mirip2 KBS ... Tp view untk foto bnyak bnget,positif,,
goa maharani,Edukasi tentang dunia Binatang dan sebuah mahakarya dari Tuhan Gua Maharani,positif,,
goa maharani,Kebun binatangnya asik... bisa masuk ke tempat burung sayangnya kemarin pas kesana kuda poninya sedang tidak keluar..,positif,,
goa maharani,Mantabb luar biasa.. menyenangkan buat anak2,positif,,
goa maharani,Menyenangkan sekali,positif,,
goa maharani,Nyaman.. Bersih.. Wisata edukasi yang cocok buat anak-anak dan keluarga..,positif,positif,
goa maharani,Kebun binatang di pinggir laut daerah Lamongan hanya lokasinya agak jauh dari kota surabaya.,,,negatif
goa maharani,"Tempat nya jauh lebih bagus dari pada dulu, & fasilitas nya jauh lebih lengkap daripada dulu",,positif,
goa maharani,"Tempatnya bagus banget.. Cocok buat anak""",positif,,
goa maharani,Tempatnya nyaman dan asri.. cocok buat tujuan outbound anak usia dini,positif,,
goa maharani,"Pas mau parkir area dpan lokasi penuh. Jd nya parkir d sblah lokasi.....kena dech 2x lipat dri tarif yg dpan maharani pas......Moga2 aja lahan parkir bisa d prluas. Dan misalkan wrga skitar buka parkir sndiri, karcisnya jg bisa sama2 10rb.",,negatif,
goa maharani,"Bagus sih banyak permainan nya, tapi yang kolam renang nya agak dangkal.",negatif,,
goa maharani,Satwanya tolong digemukin...  kasihan sama yang satu ini kurus kering,negatif,,
goa maharani,"Wisata goa yang cukup.indah..
Ada taman satwa juga. Cocok utk liburan keluarga dengan udara yang sejuk",positif,,
goa maharani,Wisata edukasi tuk mengenalkan satwa ke si kecil,positif,,
goa maharani,"Tiket lmyan murah dan d dalam tempat wisata lumayan bgus
Pokok y wisata lamongan luar biasa",positif,,
goa maharani,sejak jaman sd sih kesini..baru ngulas aja.. bagus tempatnya. kek selalu jadi idola viewnya,positif,,
goa maharani,Wisata alam nan Indah cocok untuk anak2 Bagus.... Binatangnya hampir lengkap....,positif,,
goa maharani,Semakin indah....  Dengan tiket yang bersahabat,positif,,
goa maharani,Merupakan sarana edukasi yang sangat direkomendasikan. Memadukan antara kebun binatang dengan gua secara baik. Fasilitas penunjang lengkap dan dikelola secara profesional. Tidak hanya bermanfaat untuk healing but more than healing bro,positif,positif,
goa maharani,Sangat menyenangkan,positif,,
goa maharani,"Koleksi hewan di kebun binatang ini lumayan lah, kalau untuk edukasi ke anak anak masih lumayan menarik, Goa Maharani yang sejak dulu ada masih lumayan menarik untuk dikunjungi",positif,,
goa maharani,menyenangkan Bagus buat rekreasi sama anak-anak,positif,,
goa maharani,"Walaupun tidak luas, tapi hewannya bagus² dibanding kebun binatang yang lebih besar. Nyaman karena pengunjung tidak padat, tempat teduh. Puas bisa feeding gajah, jerapah, burung. Ada playground juga. Singa keliatannya sedang sakit.",positif,,
goa maharani,Thun baruan kesini sdh ckup menyenangkan.....,positif,,
goa maharani,Edukasi pengenalan langsung dengan hewan untuk anak2 sangat bagus buat wawasan,positif,,
goa maharani,"Bersih tempatnya banyak hewan yang mau diajak foto.
Guanya juga bagus ke sana sebelum pandemi",positif,positif,
goa maharani,Cocok buat liburan keluarga sambil mengenalkan berbagai macam binatang,positif,,
goa maharani,"Tiket masuk kok mahal banget ya....!???
Apa krn Lebaran?  Naik sampai 3x lipat..",,,negatif
goa maharani,Tempatnya bagus buat anak anak,positif,,
goa maharani,Tempat yg nyaman buat liburan..,,positif,
goa maharani,Tempat e enak ademmmm.. satwa nya tolong d tmbah u lagi,positif,,
goa maharani,"Liburan kesini pas masih SMP, study tour rame-rame",,,
goa maharani,"Recomended buat wisata keluarga, edukasi buat anak..",positif,,
goa maharani,Tempat yg bagus cocok untuk edukasi anak satwanya lumayan lengkap,positif,,
goa maharani,Pas datang pas sepi jadi leluasa bermain sama hewan2,positif,,
goa maharani,Sudah bersih dan tertata rapi,,positif,
goa maharani,"Tempat wisata,yg sgt cocok buat keluarga,ada byk oleh2 khas lmg,ada byk permainan di dalamnya,dan tempat istirahat juga parkir yg luas",positif,positif,
goa maharani,Wisata bersama staf dan karyawan PT Ruyan Raya Properti dan Toko Sinar Abadi,,,
goa maharani,"Senang sekali.....
Recommended sekali buat berlibur dan mengenalkan anak anak tentang hewan",positif,,
goa maharani,"Bagus menarik cocok untuk anak"" Dan keluarga",positif,,
goa maharani,"Tempatnya cocok untuk anak anak, sayang di beberapa spot sperti kurang terawat dan kurang bersih",positif,negatif,
goa maharani,Pengalaman yg menyenangkan bs berkunjung kesana,positif,,
goa maharani,"Harga terjangkau, cocok untuk liburan bersama keluarga",,,positif
goa maharani,Sangat menarik,positif,,
goa maharani,Sangat bagus dan terawat.. Pegawainya ramah2,,positif,
goa maharani,"mayan brsih sih tpi krg brsih lagi..hhe..
trs prkir mobil dri depan ga kliatan..hrusnya lbih lebar dan luas..jdi ga perlu prkir d tmpat lain yg lbih mhal",,negatif,
goa maharani,"tempatnya tenang,sejuk,dan menyenangkan..",positif,,
goa maharani,"Tempat rekreasi yg cocok untuk keluarga, sambil mengenalkan bermacam2 hewan yg ada, sepertinya wahana di gua maharani ada yg baru...tapi kemarin waktu kesana blm dibuka, mungkin saat ini sudah dibuka, tempatnya bersih...semoga orang2 pada sadar untuk membuang sampah pada tempatnya, agar selalu terjaga kebersihannya, tetap jaga prokes, semoga bumi segera sehat",positif,positif,
goa maharani,Maharani zoo keren loh...banyak hewannya yang sehat-sehat dan terawat dengan baik semuanya. Guanya juga bagus dan asli. Tiket masuk 40 ribu..terjangkau,positif,positif,
goa maharani,"Tempatnya bersih nyaman, diloket masuk harus menunjukkan bukti vaksin pake barcode, kids friendly, tersedia mushola tempat ibadah namun tempat wudhu wanita kurang bersih dan kipas angin mushola debunya tebel banget.",,negatif,
goa maharani,"Efek pandemi kali yak, hewannya jafj keliatan agak ga kerawat",negatif,,
goa maharani,Ok bagusbagus aja. Hewan terawat dengan sangat baik,positif,,
goa maharani,"Tiket masuk murah, ramah untuk anak2",positif,,
goa maharani,Pernah kesana jujur pelayanan bagus dan tempatnya luas dan lega banget salah satu tempat paling berkesan selama liburan ke pulau jawa,positif,positif,
goa maharani,Buat edukasi anak supaya tau nama-nama hewan.,positif,,
goa maharani,"Pergi di selain hari Sabtu-Minggu sangat leluasa, pengunjung yang relatif tidak ramai, bebas dan tidak perlu antri melihat hewan. Goa Maharani nya sangat luar biasa.",positif,,
goa maharani,Tiket masuk nya mahal juga yahh. Untuk rembongan keluarga,,,negatif
goa maharani,"Destinasi wisata yg cocok untuk anak2 dan keluarga.

Biaya masuknya juga murah.",positif,,positif
goa maharani,Tempat nya nyaman,,positif,
goa maharani,Goa nya bagus.. satwanya lumayan lengkap,positif,,
goa maharani,"Lumayan bersih!!
Cuma ada beberapa binatang yg sudah tidak ada di kandangnya!!!",negatif,positif,
goa maharani,Asikkk...nyaman…,positif,positif,
goa maharani,Oke. Perlu regenerasi singa dan macan nya. Sudah tua²,negatif,,
goa maharani,Asik tempatnya ada kebun binatang mini juga,positif,,
goa maharani,"Tempatnya bersih letaknya juga strategis, langsung berhadapan dengan wisata bahari lamongan (wbl). Ragam hewannya juga beragam. Untuk tiket masuk juga relatif terjangkau. Tiket weekday dan weekend beda ya.",positif,positif,positif
goa maharani,"Hewan2nya banyak dan sehat2, tempatnya bagus2",positif,,
goa maharani,Kesannya kurang terawat gitu yaa.. sepi padahal weekend pas kesana..,,negatif,
goa maharani,Bermain sambil belajar tentang binatang di sini..,positif,,
goa maharani,"Tempat bagus untuk edukasi anak, tetapi kebersihan kebun binatang nya sangat tidak baik & tidak terawat",,negatif,
goa maharani,Tempat rekreasi ramah anak.. Koleksi satwa cukup banyak. Tempat bersih dan rapi,positif,positif,
goa maharani,Masya Allah indahnya ciptaanMu.,positif,,
goa maharani,"Nyaman,adem asri
Buat anak2 senang",positif,positif,
goa maharani,Tempat nyaman,,positif,
goa maharani,"Wisata konservasi yg cukup lengkap, bisa lihat satwa2 + ada goa bagus dan wahana permainan anak yg seru disini juga ada atraksi satwa setiap harinya. Protokol kesehatan disini juga cukup baik tersedia, handsanitizer dan tempat cuci tangan di area. Suasana disini juga rindang. Suka banget",positif,positif,
goa maharani,Lumayan buat hiburan anak anak,positif,,
goa maharani,"Tempatnya bersih dan sangat terjangkau, koleksi binatang juga lumayan lengkap. Tempatnya tidak terlalu ramai, outdoor tapi tidak panas, wisata ini cocok di musim pandemi, sangat aman dan terjaga",positif,positif,
goa maharani,Bagus. Tiket masuk lumayan terjangkau.. Tapi sedikit saran hewannya lebih dirawat lagi . Tempatnya bersih dan cocok untuk anak anak bisa memberikan edukasi tentang satwa,positif,positif,
goa maharani,"jalur zoo-nya sedikit rumit dan membingungkan.
jalur jalan pengunjung di dalam gua maharani, bagi saya, jadi mengurangi kealamian gua.",,,negatif
goa maharani,Kolekzi hewan hewannya lengkap. Petugasnya menjaga kandang dg baik. Banyak spot spot foto untuk pengunjung. Saran klu mu kesna sebaiknya hari jumat sabtu atau minggu.,positif,positif,
goa maharani,Lumayan lengkap binatangnya. Harga tiket terjangkau.,positif,,positif
goa maharani,"Satwa nya masih tetep terbaik ...terawat, pertahankan dan ditambah lagi satwa jenis lain, tamannya ok.. tempat beristirahat banyak... tontonan atraksi burung dibatasi mungkin, pas kesana nggak ada",positif,positif,
goa maharani,Beberapa hewan terlihat tidak terawat,,negatif,
goa maharani," Tersedia handsabitizer dan spray desinfektan di pintu masuk. Beragam satwa ada disana, bisa berfoto dengan beberapa satwa. Ada play ground gratis untuk anak2. Tersedia banyak stan makanan dan minuman.",positif,positif,
goa maharani,"tempat yg cocok utk bawa anak2, anak2 bisa berbagai macam hewan..",positif,,
goa maharani,Emm bagus,,,
goa maharani,"Sarana Edukasi dan Rekreasi yang pas buat semua Kalangan, cocok buat Liburan Keluarga... Selain bisa melihat Satwa, bisa juga melihat koleksi bebatuan Alami yang ada di Goa Maharani.",positif,,
goa maharani,seruuu byk koleksi binatang ny,positif,,
goa maharani,"Harimau disini baik2,mau diajak selvi..
Ga nyesel deh kunjung ksn
Recomended",positif,,
goa maharani,"Bagus tempatnya bersih jg, cuma kalau bisa operasional didalem jgn pake motor, karena sayang aja kita mau jalan2 dgn tujuan asri malah kena asep knalpot, mungkin bisa diganti pake motor listrik atau segway",,negatif,
goa maharani," Berbagai hewan jadi koleksi di tempat ini, sangat cocok untuk wisata keluaga, bagus utuk edukasi anak2. Pada jam-jam tertentu ada animal show di sini. Yang berbeda dari kebun binatang pada umumnya di sini ada goa alamnya juga.",positif,,
