objek wisata,ulasan,atraksi1,atraksi2,atraksi3,amenitas1,amenitas2,amenitas3,aksesibilitas1,aksesibilitas2,aksesibilitas3,hasil atraksi,hasil amenitas,hasil aksesibilitas
gunung mas mantup,"Gunung Mas 27 spot foto bagus.krn musim kemarau jd panas tapi masih sejuk krn tiupan angin di alam terbuka dan air di kolam surut jadi gak bisa naik perahu.ukir2an di rumah kayu istana keren.lengkap ada mushola, big market, ada food court, tempat sampah disediakan di banyak tempat, wastafel cuci tangan juga banyak.toilet bersih.",positif,positif,positif,positif,positif,positif,,,,positif,positif,
gunung mas mantup,"Pemandangan indah. Instagramable. Dekat dengan jalan raya, Rugi gak mampir jika lewat sini. Ditambah kolam renang dan kolam pancing + josss....",positif,positif,positif,positif,,,positif,positif,positif,positif,,positif
gunung mas mantup,"Suka bgt.. Instagramable, banyak spot foto dengan kata2 puitis.. rumah Chinese, dan mainan anak. Tiket masuk 5k/org masih ada beberapa tempat yang akan di bangun",positif,positif,positif,,,,,,,positif,,
gunung mas mantup,"wisata baru, ada danau bebek, tempat chil nongkrong so was amzz  bareng keluarga, enak buat ngilangin penat sejenak, enak bnget sore"" disini, fasilitas toilet, mushola, warung, tempat parkir oke. thank u. terus berkembang",,positif,positif,,positif,positif,,,,positif,positif,
gunung mas mantup,Tempat luas enak buat bermain anak2 parkirnya luas,,,,positif,positif,positif,,,,,positif,
gunung mas mantup,"Tiket permotor 15k, tapi ada yg bilang 10k,.. Fasilitas lengkap",,,,positif,positif,positif,,,,,positif,
gunung mas mantup,"beberapa tempat agak panas, kurang teduh untuk di taman nya.",,,,,negatif,negatif,,,,,negatif,
gunung mas mantup,Suasananya luas lapang dan cukup fresh,positif,positif,,,,,,,,positif,,
gunung mas mantup,"Tempat wisata  di Mantup . Lamongan
Yang cukup bagus wisata kekuarga.
Ada wahana perahu bebek. Burung. Pijat ikan,
Penginapan dalam tahap pembangunan.
Tiket masuk murah.. 10 rb sudah sama parkir motor",positif,positif,positif,positif,positif,positif,,,,positif,positif,
gunung mas mantup,Tempat nya bagus cocok untuk bersantai anak saya suka,positif,positif,positif,,,,,,,positif,,
gunung mas mantup,"Tempat wisata bekas dari tambang material, jujur pertama kesini kaget dengan tiket seharga 10.000 dibanding wahana yg disediakan, tempat berteduh juga kurang",,negatif,negatif,negatif,negatif,negatif,,,,negatif,negatif,
gunung mas mantup,Tempat wisata yg keren untuk dikunjungi  harga murah meriah  wisata favorit walaupun tempat.ny panas tetap bisa menikmati spot selfie yg keren²  selamat berkunjung d wisata GUNUNG MAS,,positif,positif,,,,,,,positif,,
gunung mas mantup,"kurang istimewa, hanya spot foto biasa.",negatif,negatif,negatif,,,,,,,negatif,,
gunung mas mantup,Tempat ini sangat Indah....dan Sejuk..... Apa lagi Gunung nya Seperti yg ada di Bali,positif,positif,positif,,,,,,,positif,,
gunung mas mantup,nyaman dan sejuk banyak rumah2 unik untuk berteduh,,,,positif,positif,positif,,,,,positif,
gunung mas mantup,"Sebenarnya pemandangannya bagus, tapi kalau siang terasa panas banget",positif,positif,positif,,negatif,negatif,,,,positif,negatif,
gunung mas mantup,Perpaduan alamnya cukup bagus,positif,positif,positif,,,,,,,positif,,
gunung mas mantup,"Dari tahun ke tahun tempat ini sangat banyak perubahan, dan tentunya sangat bagus dan menarik untuk di kunjungi",positif,positif,positif,,,,,,,positif,,
gunung mas mantup,daya tariknya kurang,negatif,negatif,negatif,,positif,,,,,negatif,,
gunung mas mantup,Istana gunung mas fasilitias mantap,,,,positif,,positif,,,,,positif,
gunung mas mantup,"Murah, nyaman..",,,,,positif,positif,,,,,positif,
gunung mas mantup,Bagus dan spotnya banyak.... Tapi panas,,positif,positif,,negatif,negatif,,,,positif,negatif,
gunung mas mantup,Tempatnya bersih..pokoknya bagus…,,,,positif,positif,,,,,,positif,
gunung mas mantup,"tempatnya bagus tapi ramai, sebaiknya bawa bekal sendiri",,,,,negatif,negatif,,,,,negatif,
gunung mas mantup,"Tempatnya bagus, sangat luas, dan sangat bersih juga, tiket masuknya pun cukup murah.",,positif,,positif,,positif,,,,,positif,
gunung mas mantup,"Tiket masuk tergolong terjangkau, tempat bersih, banyak spot foto",positif,,positif,positif,positif,positif,,,,positif,positif,
gunung mas mantup,"Tempatnya terlalu sederhana, tidak menarik sama sekali",negatif,negatif,negatif,,,,,,,negatif,,
gunung mas mantup,"Bagus, banyak spot foto kekinian",,positif,positif,,positif,,,,,positif,,
gunung mas mantup,"Tempat wisata yang memiliki potensi cukup bagus kedepannya, mengingat sekarang masih dalam tahap pengembangan. Arsitektur bangunan yang unik, penggabungan seni ukir dan seni patung tradisional, dengan gaya istana ala Chinese. tapi perlu perbanyak lagi tempat untuk bersantai, seperti gazebo, atau tempat duduk untuk menikmati suasana. Menambah jumlah toilet yang dapat difungsikan dengan baik.  ",,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
gunung mas mantup,Lumayan buat refreshing,,positif,positif,,,,,,,positif,,
gunung mas mantup,"Tempat wisata segala umur ,tempatnya asyik dan menyenangkan ,ada banyak tempat bermain,ada banyak burung darah yang akan menyapa pengunjung,ada kolam terapi ikan ,ada danau buatan dilengkapi perahu dayung ala angsa ,bangunan yang didesain unik ala Tionghoa ,Ada banyak tukisan yang menggelitik bagi para pembacanya,anda datang bersama keluarga ,rombongan anak sekolah,tentu sangat heppy,silahkan datang pasti menyenangkan ,tempat parkir luas roda dua dan empat ,selamat berlibur kesana pada hari -hari libur tambah ramai ,harga tiket masuk rata2 hanya 10.000 saja ,parkir roda dua 5000 ,roda 4 hanya 10.000  terapi ikan hanya 10.000 , selamat berlibur kesini ya Gunung Mas Tugu Mantup Lamongan Jawa Timur",positif,positif,positif,positif,positif,positif,positif,,,positif,positif,
gunung mas mantup,Tempat wisata yg bagus..sangat menarik viewnya bisa buat spot foto,positif,positif,positif,,,,,,,positif,,
gunung mas mantup,"Harga tiket masuk murah, tempatnya sangat bagus, bersih, wahana sepeda air...bagus & menyenangkan...rekomendasi untuk wisata keluarga.... Mm iga lebih maju...",positif,positif,positif,positif,positif,,,,,positif,positif,
gunung mas mantup,"Sangat bagus viewnya, akan tetapi kmrn komunitas kami sangat kecewa akan tarikan tiket masuk yg berbeda",positif,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
gunung mas mantup,coba kasih kolam renang...pasti tambah rameh...karena yg dituju anak kecil biasanya kolam renang,,negatif,negatif,,,,,,,negatif,,
gunung mas mantup,Bagus koq.,,positif,,,,,,,,,,
gunung mas mantup,"Cuma satu yg gak saya suka disini itu tulisan2 ""gak jelas ""nya yg ada dimana2 ,kan banyak anak kecil ya yg dateng kesini jd kurang pas aja ,mungkin yg uda dewasa akan biasa aja atau senyum2 baca tulisannya,tp krn ini banyak anak kecil jadi yaaa.....agak kurang pas aja klo mereka jadinya ngebaca...selebihnya tempat ini bagus buat wisata bareng keluarga ,fasilitas oke,HTM juga murah meriah merakyat",,negatif,negatif,positif,positif,positif,,,,negatif,positif,
gunung mas mantup,tempat wisata yg sgt bagus n trjangkau..banyak spot foto,positif,positif,positif,,positif,,,,,positif,,
gunung mas mantup,Pemandangan alam sangat indah,positif,positif,positif,,,,,,,positif,,
gunung mas mantup,Rekreasi wisata istana gunung mas tetep protokol kesehatan pakai menikmati suasana alam sik asik mantab yuk mari,positif,positif,positif,,,,,,,positif,,
gunung mas mantup,jalan masuk sempit dan tempat untuk berteduh masih kurang....agak panas jadinya....,,,,,negatif,negatif,negatif,,negatif,,negatif,negatif
gunung mas mantup,Bagus tempatnya anak2 suka sama burung yg berterbangan apa lagi pas foto burungnya terbang bagus banget.,positif,,positif,,,,,,,positif,,
gunung mas mantup,Tempat berswafoto. rekreasi keluarga.,,,positif,,positif,,,,,,,
gunung mas mantup,Tempat bagus tapi kurang pepohonan,,,,,negatif,negatif,,,,,negatif,
gunung mas mantup,perlu di tambah beberapa fasilitas misal kereta gantung akan semakin menarik tempat ini,negatif,negatif,negatif,positif,positif,,,,,negatif,positif,
gunung mas mantup,Masih kurang pepohonanya untuk mengurangi terik matahari karna kalau musim kemarau panas sekali,,,,,negatif,negatif,,,,,negatif,
gunung mas mantup,"Monggo, dilihat dan dinikmati pemandangannya.",,positif,positif,,,,,,,positif,,
gunung mas mantup,Lokasi wisata yg murah meriah dengan pemandangan yang bagus buat yang suka selfi,positif,positif,positif,,positif,,,,,positif,,
gunung mas mantup,Bagus anak2 juga suka spot foto banyak,,positif,positif,,,,,,,positif,,
gunung mas mantup,Bagus dn nyaman untuk anak2 buat foto2,,positif,positif,,positif,positif,,,,positif,positif,
gunung mas mantup,"Kalau boleh tambahin donk pohon""nya biar teduh dan tambah nyaman",,,,negatif,negatif,negatif,,,,,negatif,
gunung mas mantup,Fasilitas lengkap,,,,positif,positif,positif,,,,,positif,
gunung mas mantup,luar biasa..dulu waktu pertama datang...masih belum seberapa.....sekarang luar biasa...sangat memanjakan mata,,positif,positif,,,,,,,positif,,
gunung mas mantup,Lumayan bagus tapi kurang rindang terkesan agak panas,,,,,negatif,negatif,,,,,negatif,
gunung mas mantup,Tempatnya bersih.lewat kampung,positif,,positif,,positif,positif,,,,positif,positif,
gunung mas mantup,"Tempat bagus ,,,bersih,,,",,,,,positif,positif,,,,,positif,
gunung mas mantup,"Kalau siang panas
Aku rekomendasiin kesana waktu sore aja",,,,,,,,,,,,
gunung mas mantup,"Tempat yg sejuk dan indah,cocok untuk keluarga bersantai",positif,positif,positif,,,,,,,positif,,
gunung mas mantup,Lumayan lah buat foto2 viewnya bagus,,positif,positif,,,,,,,positif,,
gunung mas mantup,Baguss buat spot foto..agak bahaya buat anak anak,,positif,positif,,negatif,negatif,,,,positif,negatif,
gunung mas mantup,Tempat rekreasi keluarga paling murah meriah…banyak spot foto,positif,,positif,,positif,,,,,positif,,
gunung mas mantup,Tempat rekreasi tengah hutan mantup,positif,positif,positif,,,,,,,positif,,
gunung mas mantup,tambah kolam renang biar bagus,,negatif,negatif,,positif,,,,,negatif,,
gunung mas mantup,Parkir 1 mobil bayar 30rb,,,,negatif,,,,,,,,
gunung mas mantup,"Daya tarik tempat ini sangat kurang, hanya terdiri dari satu atau dua objek saja.",negatif,negatif,negatif,,,,,,,negatif,,
gunung mas mantup,panas perlu pihon besar untuk peneduh,,,,,negatif,negatif,,,,,negatif,
gunung mas mantup,Sangat bagus dan keren gays . Banyak spot foto,positif,positif,positif,,,,,,,positif,,
gunung mas mantup,Menakjupkan pemandangan indah itu bukti ada nya Allah subehanuhuwata' ala,,positif,positif,,,,,,,positif,,
gunung mas mantup,"Tidak ada banyak aktivitas yang bisa dilakukan di tempat ini, hanya sebatas berfoto.",negatif,negatif,negatif,,negatif,,,,,negatif,,
gunung mas mantup,Murah meriah cocok untuk foto dokumentasi,positif,,positif,,positif,,,,,positif,,
gunung mas mantup,Bagus,,positif,,,,,,,,,,
gunung mas mantup,Senang sekali di wisata gunung emas,,positif,,,,,,,,,,
gunung mas mantup,aman,,,,,,,,,,,,
gunung mas mantup,istimewa,,positif,,,,,,,,,,
gunung mas mantup,Suasana enak buat bersantai,,positif,positif,,,,,,,positif,,
gunung mas mantup,Tempatnya indah dan nyaman untuk bersantai,,positif,positif,positif,,,,,,positif,,
gunung mas mantup,Masih perlu banyak perbaikan,,,,,negatif,negatif,,,,,negatif,
gunung mas mantup,Pelayannannya kurang memuaskan.,,,,positif,negatif,negatif,,,,,negatif,
gunung mas mantup,Mantap untuk refresing bersama keluarga,,positif,positif,,,,,,,positif,,
gunung mas mantup,spot fotonya menarik,,positif,positif,,,,,,,positif,,
gunung mas mantup,Bagus bangt,,positif,,,,,,,,,,
gunung mas mantup,Oke,,,,,,,,,,,,
gunung mas mantup,bagus,,positif,,,,,,,,,,
gunung mas mantup,hanya sebatas foto foto aja,,negatif,negatif,,negatif,,,,,negatif,,
gunung mas mantup,Memuaskan untuk foto selfi,positif,,positif,,positif,,,,,positif,,
gunung mas mantup,Wisata alam buatan,,positif,positif,,,,,,,positif,,
gunung mas mantup,View bagus,positif,positif,positif,,,,,,,positif,,
gunung mas mantup,kata kata yang ada pada papan di area wisata kurang pantas,,negatif,negatif,,,,,,,negatif,,
gunung mas mantup,Nyaman saat sore,,,,positif,,positif,,,,,positif,
gunung mas mantup,Bagus,,positif,,,,,,,,,,
gunung mas mantup,Lumayan,,,,,,,,,,,,
gunung mas mantup,Bagus,,positif,,,,,,,,,,
gunung mas mantup,Bagus,,positif,,,,,,,,,,
gunung mas mantup,Oke,,,,,,,,,,,,
gunung mas mantup,Alhamdulillah sip,,,,,,,,,,,,
gunung mas mantup,Cocok tuk bersantai tenangkan fikiran,,positif,positif,,,,,,,positif,,
gunung mas mantup,"Kreatif dan instagramable. Mreneo,,",,positif,positif,,,,,,,positif,,
gunung mas mantup,"pintu keluar masuk buat mobil pas banget sempit jd harus gantian jika masuk, tidak ada petunjuk arah.",,,,,,,negatif,negatif,negatif,,,negatif
gunung mas mantup,Josss..sangat menbantu saya dijalan,,,,,,,,positif,positif,,,positif
gunung mas mantup,Spot wisatanya sudah bagus...penataan layout sdh bagus...cuman akses jalan masuknya yg masih butuh perhatian...masih makadam...dan perlu adanya penunjuk arah jalan masuk,positif,positif,,positif,positif,,negatif,negatif,negatif,positif,positif,negatif
gunung mas mantup,"Meski butuh beberapa pengembangan lagi, tempat ini cukup mudah di akses, juga terdapat penjual makanan yg bisa di akses dgn mudah jika kebetulan pengunjung tidak membawa makanan dari rumah.",,,,negatif,positif,positif,positif,positif,positif,,positif,positif
gunung mas mantup,"Bagus, cm akses jalan masuk harus hati2, sempit dan menanjak",,positif,,,,,negatif,negatif,negatif,,,negatif
gunung mas mantup,Akses jalan kurang bagus,,,,,,,negatif,negatif,negatif,,,negatif
gunung mas mantup,Brandingnya Gunung. Tapi ketika dilokasinya justru kesan gunungnya kurang menonjol. Memang tempatnya cukup bagus. Tapi sayang ga ada petunjuk jalan menuju ke lokasi. Jadi agak kesusahan cari tempatnya.,positif,negatif,negatif,,,,,negatif,negatif,negatif,,negatif
gunung mas mantup,Spot wisatanya sudah bagus...penataan layout sdh bagus...cuman akses jalan masuknya yg masih butuh perhatian...masih makadam...dan perlu adanya penunjuk arah jalan masuk,positif,positif,,,positif,,negatif,negatif,negatif,positif,,negatif
gunung mas mantup,jalan masuk-keluar kendaraan masih semrawut,,,,,,,negatif,negatif,negatif,,,negatif
gunung mas mantup,"akses jalan masuknya jembatan sakit hati-nya kalo buat mobil sedan agak susah, harus kalem2",,,,,,,negatif,negatif,negatif,,,negatif
gunung mas mantup,Tempatnya bagus luas bayak spot selfi tapi jalanya masih diperbaiki,positif,positif,positif,,,,negatif,negatif,negatif,positif,,negatif
gunung mas mantup,Masih perlu banyak perbaikan dan tanda arah jalan karena dari luar ga keliatan ...modal gmap dan nekat  kemarin kesana,,,,,,,negatif,negatif,negatif,,,negatif
gunung mas mantup,"Lumayan bagus. Cuma akses jalan masuk jembatan, harus kalem2",,,,,,,negatif,negatif,negatif,,,negatif
gunung mas mantup,Pemandangannya bagus. Tapi jalanannya rusak. Dan susah dilalui,positif,positif,positif,,,,negatif,negatif,negatif,positif,,negatif
gunung mas mantup,"TOLONG DI KASIH PLAKAT, DARI JALAN RAYA MAU MASUK KE GANG NYA, BIKIN ORANG NYASAR",,,,,,,negatif,negatif,negatif,,,negatif
gunung mas mantup,Akses jalan kurang bagus,,,,,,,negatif,negatif,negatif,,,negatif
gunung pegat,"untuk menuju kesini bisa dijangkau dengan sepeda, sepeda motor, maupun mobil dengan jalur yang sudah nyaman dilalui berupa cor beton dengan medan yang menanjak diatas banyak terdapat warung yang menjajakan makanan atau untuk tempat beristirahat disini sudah ada fasilitas toilet juga terdapat wahana permainan anak-anak yang bisa dinikmati bila ingin mendirikan tenda untuk camping sudah ada area yang disediakan wisata gunung pegat juga cocok untuk kalian yang solo traveling, bersama teman,sahabat maupun keluarga karena wisata yang ramah dikantong .",,positif,,positif,positif,positif,positif,positif,positif,,positif,positif
gunung pegat,"Bagus
Akses jalan sudah rapi
Tiket masuk terjangkau
Fasilitas mck ada
Mushola ada
Penjual makanan dan minuman ada
Lokasi nya bisa terlihat dari jalan raya via google map tidak nyasar
Cocok utk anak-anak
Banyak spot photo yg keren",positif,positif,positif,positif,positif,positif,positif,positif,positif,positif,positif,positif
gunung pegat,"Di situ ada tempat kuliner  makanan khas jawa,getuk lindri,cenil,cetil,pecel gendar,ketoprak dll,wis pokoe suasana alami udara segar tempat idum,untuk trmpat selpi juga ada",,positif,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,"pemandangan cukup bagus,
Sebaiknya ditambah tanaman disekitar gazebo agar tidak terlalu panas saat sore hari",positif,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
gunung pegat,Cocok buat sepedaan. Tapi naiknya nanjak banget bahaya mending dituntun aja deh.....,positif,,,,,,negatif,negatif,negatif,,,negatif
gunung pegat,"Sabtu malam bersama sahabat, makan mie goreng telur disanding es kopi bersama hiburan orgen tunggal sembari menikmati pemandangan kerlip lampu pedesaan",positif,positif,positif,,positif,,,,,positif,,
gunung pegat,"Harus tanya ke penduduk setempat untuk bisa sampai ke lokasi, karena gmaps ga sesuai. Kapan2 kesana lagi krn kemarin blm sampai puncaknya",,,,,,,negatif,negatif,negatif,,,negatif
gunung pegat,"Beautiful scenery, disarankan datang ketika sunrise/set, tiket masuk murah, harga maknaan standar",positif,positif,positif,,positif,positif,,,,positif,positif,
gunung pegat,"Malam Minggu adalah saat yg tepat utk berkunjung, selain nuansa malam yg indah (jika tdk turun hujan) aneka kuliner yg disuguhkan juga lumayan memanjakan lidah kita.
",positif,positif,positif,positif,positif,,,,,positif,positif,
gunung pegat,Keren tempat luas bersih kuliner murah meriah..,,,,positif,positif,positif,,,,,positif,
gunung pegat,Naik gunungnya capek tapi pas di atas sangat menyenangkan pemandangan nya indah dan bayak tempat fotto,positif,positif,positif,,positif,,,,,positif,,
gunung pegat,asri tempatnya,,positif,positif,,,,,,,positif,,
gunung pegat,"Tempat nya semakin rame. Ada kolam renangnya, kolam ikan terapi, mainan anak-anak juga tersedia pasar tradisional, cocok untuk berlibur keluarga, camping juga bisa...",positif,positif,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,"Pilihan baru untuk rekreasi murah meriah, bisa camping juga, parkir kendaraan bisa sampai atas
Tanjakan lumayan tapi masih save
Untuk mobilitas naik turun khususnya untuk roda 4 hanya bisa 1 aksesada spot foto lumayan banyak dari balon udara sampai ada kolam renang juga untuk sekedar bermain anak2, mainan lain juga ada, warung juga sudah ada.",positif,positif,positif,positif,positif,positif,negatif,negatif,negatif,positif,positif,negatif
gunung pegat,"Surga bagi penikmat pemandangan dari ketinggian. Tak perlu mendaki namun bisa mencapai puncak tinggi. Tempat yang menyenangkan untuk menikmati kopi. Banyak spot foto yang indah. Tempatnya aman, ada yg hpnya tertinggal dirawati pengelola, sampai diambil pemiliknya. Kacamata saya tertinggal di sana, saya kembali keesokan harinya ternyata disimpan oleh pengelola.
Jalan menuju puncak menanjak, tenang ada petugas yang mengatur jalan, tak perlu was-was.",positif,positif,positif,positif,positif,positif,positif,positif,positif,positif,positif,positif
gunung pegat,"Jalan menuju kesini tdk bgtu extrim, naik nya cor blok halus...monggo silahkan mampir kalau lewat area jln trabasan klaten - wonogiri",,,,,,,positif,positif,positif,,,positif
gunung pegat,"Bagus view nya, dari atas kita bisa melihat pemandangan kota dibawahnya, tapi jalan disana cukup menanjak, jadi hati2 ya klo naik kesana",positif,positif,positif,,,,,,,positif,,
gunung pegat,"Ke depan, perlu ditambahkan atau diperbaharui spot2 fotonya serta diperbanyak petunjuk arah menuju lokasi site dari jalan utama.",,negatif,negatif,,,,,negatif,negatif,negatif,,negatif
gunung pegat,Akses jalan sudah bagus banget ...tempat nyaman cocok untuk refresing ...dan jalur menantang bagi goweser...mantap,,,,,positif,,positif,positif,positif,,,positif
gunung pegat,"Bagus, apalagi untuk pemandangannya, masyaAllah indah sekalii",positif,positif,positif,,,,,,,positif,,
gunung pegat,"Gunung Pegat adalah salah satu obyek wisata baru di desa. Lokasinya berupa bukit yang ada bebatuan di atasnya. Ada beberapa spot untuk berfoto. Ada juga camping ground di sisi barat. Sudah disediakan kamar kecil, mushola dan beberapa bangunan seperti gazebo untuk bersantai. Di sebelah timur sebelum bagian ujung bukit ada jajanan kuliner makanan dan minuman untuk memgganjal perut sambil menikmati suasana perbukitan, memandang jauh ke kota Sukoharjo atau Wonogiri.",positif,,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,"Nongki sore bakalan asik ni di sini, dan setiap minggu pagi ada yang jualan. Makanannya ada tahu kupat, rames, sempol, bakso bakar, dll",,,,positif,positif,positif,,,,,positif,
gunung pegat,"Bisa buat nyari sunset atau sunrise. Pemandangan ya bagus. Yang ga enak cuma jalannya nanjak. Nanjak tinggi kek ke TW. Tapi overall bagus bangeeeet gaboong. Diatas juga Ada warung"" kecil bisa sampe malem sampai pagi lagi.",positif,positif,positif,,positif,positif,negatif,negatif,negatif,positif,positif,negatif
gunung pegat,"Untuk pertama kali nya kesana saat malam HT tidak kalah indah nya dengan nuansa Pgi dan sore Hr... Untuk tracking Tdk hrs jln kaki masih bisa menggunakan kndaraan..
Awal yg baik untuk tmn2 yg suka jelajah alam bisa ngecamp disini..",positif,positif,positif,,,,,positif,positif,positif,,positif
gunung pegat,"Mantap, Tempatnya Syahdu, Lokasi Hanya 3km dari Perumahan Syariah Samara 3 Kota Nguter",positif,,,,,,,positif,positif,,,positif
gunung pegat,Tempatnya nyaman dengan pemandangan yang indah..hati-hati ya karena jalan sempit dan menanjak..,positif,positif,positif,,,,,negatif,negatif,positif,,negatif
gunung pegat,"Akses masuk yg dibawah mungkin bisa cepat diperbaiki. Terutama di jembatan saat pintu masuk, jalan sangat rusak. Semoga kedepannya lekas diperbaiki supaya lebih baik lagi",,,,,,,negatif,negatif,negatif,,,negatif
gunung pegat,"Obyek Wisata Alam yg rekomended buat acara keluarga.
Ada tempat nge-camp, Poto Pre Wedd, spot selfi, terutama Pasar Kulinernya tiap Minggu pagi.",positif,,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,Jalan ke atas cukup menanjak. Jadi persiapkan diri anda dan kelompok bila mau naik pakai sepeda gowes. Ada live music di atas.,positif,,positif,positif,positif,,negatif,negatif,negatif,positif,positif,negatif
gunung pegat,Nyaman dan asri.. semoga bisa terus terjaga kebersihanya intinya sadar lingkungan. Buang sampah pada tempatnya,positif,positif,positif,,positif,positif,,,,positif,positif,
gunung pegat,"Mantapnya, ada beberapa wahana gratis untuk hiburan keluarga, ada gym, terapi ikan, odong odong, balon terbang, perahu di atas bukit, dll, tersedia juga warung dan mushola.",positif,positif,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,"Beginilah waktu dulu. Tak ada kendaraan berasap. Udara begitu bersih, tumbuhan hijau tumbuh dengan suburnya.
Yang membuat kita bisa menikmati pesonannya.",positif,positif,positif,,,,,,,positif,,
gunung pegat,"Sebuah tempat yang begitu berkesan
Cobalah datang saat mentari pagi hendak mengintip, viewnya bakalan terlihat cantik.
Tempat ini kalau hari minggu ada semacam pasar kulinernya dgn menu2 makanan daerah. Skrg sudah ditambah spot2 foto.
Kalau suka explore, bisa naik ke atas bukit yg ada di belakang, di atas area camp ground",positif,positif,positif,,positif,positif,,,,positif,positif,
gunung pegat,Akses jalan semoga segera bisa diperbaiki,,,,,,,,negatif,negatif,,,negatif
gunung pegat,Wisata keluarga sangat murah meriah dan sangat indah pemandangannya.,positif,positif,positif,,,,,,,positif,,
gunung pegat,Wisata gunung keluarga yg bagus ..fasilitas cukup komplit,,,,positif,positif,positif,,,,,positif,
gunung pegat,MasyaaAllah bagus tempatnya.. Akses jg mudah.. Aman buat anak2.. Yg penting kendaraan sehat dan kuat buat nanjak kelokasi..,,,,,,,positif,positif,positif,,,positif
gunung pegat,tadi malam anginnya kenceng.. serasa d puncak merbabu,,positif,positif,,,,,,,positif,,
gunung pegat,Keren viewnya. Bisa naik sepeda sampai atas bukit. Mobil bisa naik ke lokasi langsung. Banyak spot keren buat selfie. Top dah.,positif,positif,positif,,,,,positif,positif,positif,,positif
gunung pegat,"View nya kerenn sih , , tempat juga luas .. cuma jalan arah sana paraaahhhh",positif,positif,positif,,,,,negatif,negatif,positif,,negatif
gunung pegat,Tempat yang seru untuk berekreasi alam.. Setiap sabtu malam dibuka lahan untuk camping dan minggu pagi nya ada pasar kuliner tradisional dgn harga terjangkau,positif,positif,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,Wisata alam yang indah...syahdu,positif,positif,positif,,,,,,,positif,,
gunung pegat,Wisata alam pegunungan dengan view yg ajib bintang 5. Makan murah tak ada kata getok. Bakalan nagih,positif,positif,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,"Tempat nya luar biasa Bagus nya, fasilitas nya juga memanjakan pengunjung. Cocok untuk yang mau camping, pecinta gowes, anak-anak, maupun orang tua.
Setiap Minggu pagi juga ada pasar kuliner nya.",positif,positif,positif,positif,positif,positif,,,,positif,positif,
gunung pegat,"Masih dalam pembangunan melengkapi fasilitas pengunjung,tempatnya asik,petugasnya ramah....",,,,,positif,positif,,,,,positif,
gunung pegat,Keren tempatnya ada kolam renang mini nya ala2 ubud bali,positif,positif,positif,positif,,,,,,positif,,
gunung pegat,"Tempat nyantai recommended, view bagus dan htm merakyat",positif,positif,positif,,positif,,,,,positif,,
gunung pegat,Sejuknya menjadi fresh pemandangan,positif,positif,positif,,,,,,,positif,,
gunung pegat,"Wisata alam murah meriah ,pemandangan yg menyenangkan makin kesini semakin ramai semakin di kenal publik",positif,positif,positif,,,,,,,positif,,
gunung pegat,Pemandangannya indah sekali. Cocok bagi kalian yg pengen piknik murah meriah di area wonogiri-sukoharjo. Paling rame kalau hari libur atau ahad. Jalan menuju puncak sudah bagus. Gaskeun,positif,positif,positif,,positif,,,positif,positif,positif,,positif
gunung pegat,Semoga kedepanya menjadi Wisata yg baik,positif,,,,,,,,,,,
gunung pegat,"Suasana alam yang cukup mengasyikkan, masih alami dan segar... bisa memandang area persawahan dan pegunungan gajah mungkur...",positif,positif,positif,positif,,,,,,positif,,
gunung pegat,View keren apalagi pemandangan di sore hari menjelang magrib,positif,positif,positif,,,,,,,positif,,
gunung pegat,Pemandangan yang bisa di lihat dari atas wisata gunung pegat,positif,positif,positif,,,,,,,positif,,
gunung pegat,Pemandangan bagus.,positif,positif,positif,,,,,,,positif,,
gunung pegat,Butuh perjuangan buat naik ke atas. Di sapa terik matahari tapi bakal terbayarkan dengan view yg indah,positif,positif,positif,,,,,negatif,negatif,positif,,negatif
gunung pegat,"Banyak makanan..
Ada toilet di atas gunung.
Ada kolam renang",,positif,,positif,positif,positif,,,,,positif,
gunung pegat,"Pemandangan nya mantap. Tapi sangat sangat disayangkan.... Sampah berserakan dimana-mana terutama PUTUNG ROKOK!!! 
Please guys, jangan sok2 nikmati alam, tapi sambil NGERUSAK alam",positif,positif,positif,negatif,negatif,negatif,,,,positif,negatif,
gunung pegat,Tempat yang cukup tinggi di hiasi panorama pemandangan sawah yang luas,positif,positif,positif,,,,,,,positif,,
gunung pegat,Bukit dengan macam wahana hiburan dan pemandangan alam sukoharjo yg indah.,positif,positif,positif,,,,,,,positif,,
gunung pegat,Suasana enak dan nyaman. View sawah dan perkampungan yang cukup keren. Kuliner tradisional Minggu pagi oke banget,positif,positif,positif,,,,,,,positif,,
gunung pegat,"Suasana nyaman, udara segar dab buka smp malam",positif,positif,positif,,,,,,,positif,,
gunung pegat,dtg pas pagi dan sore lihat sunrise dan sunset..cool,positif,positif,positif,,,,,,,positif,,
